Id,Id2,Geography,2016 Total Pop,2016 Grad Degree,2016 Percent Grad Degree,2015 Total Pop,2015 Grad Degree,2015 Percent Grad Degree,2014 Total Pop,2014 Percent Grad Degree,2013 Total Pop,2013 Percent Grad Degree,2012 Total Pop,2012 Percent Grad Degree,2011 Total Pop,2011 Percent Grad Degree,2010 Total Pop,2010 Percent Grad Degree
1400000US42101000100,42101000100,"Census Tract 1, Philadelphia County, Pennsylvania",3467,1094,31.55,3098,938,30.28,3034,31.8,3014,32.3,2841,32,2793,29.8,2752,33.4
1400000US42101000200,42101000200,"Census Tract 2, Philadelphia County, Pennsylvania",1970,455,23.10,1887,460,24.38,1818,23.2,1822,22.2,1665,20.8,1447,12.9,1602,15.9
1400000US42101000300,42101000300,"Census Tract 3, Philadelphia County, Pennsylvania",2734,1075,39.32,2667,1289,48.33,2655,47.6,2530,46,2543,48.1,2465,48.2,2551,43.4
1400000US42101000401,42101000401,"Census Tract 4.01, Philadelphia County, Pennsylvania",2436,847,34.77,2597,940,36.20,2302,33,2229,33.8,1987,32.7,1707,36,1247,25.9
1400000US42101000402,42101000402,"Census Tract 4.02, Philadelphia County, Pennsylvania",3077,1147,37.28,2920,1157,39.62,2886,43.6,2701,39.2,2799,40.9,2958,37.1,2942,35.6
1400000US42101000500,42101000500,"Census Tract 5, Philadelphia County, Pennsylvania",1979,409,20.67,1884,384,20.38,1916,21.3,1829,22,1852,17.4,1804,17.3,1325,24.2
1400000US42101000600,42101000600,"Census Tract 6, Philadelphia County, Pennsylvania",932,548,58.80,868,507,58.41,841,56.5,875,58.6,811,54.3,727,52,803,53.1
1400000US42101000700,42101000700,"Census Tract 7, Philadelphia County, Pennsylvania",2786,1333,47.85,2922,1401,47.95,2701,40.9,2399,39.5,2329,39.8,2249,39,2063,33.9
1400000US42101000801,42101000801,"Census Tract 8.01, Philadelphia County, Pennsylvania",1324,743,56.12,1372,709,51.68,1427,47.8,1478,56,1376,57.3,1231,38.2,1280,38.8
1400000US42101000803,42101000803,"Census Tract 8.03, Philadelphia County, Pennsylvania",3089,1445,46.78,3054,1323,43.32,3202,47,3047,51.2,3314,54.1,3406,51.4,3322,56.5
1400000US42101000804,42101000804,"Census Tract 8.04, Philadelphia County, Pennsylvania",3635,1731,47.62,3350,1507,44.99,3411,46.5,3269,47.1,2879,38.9,2691,45.3,2542,50.1
1400000US42101000901,42101000901,"Census Tract 9.01, Philadelphia County, Pennsylvania",1778,611,34.36,1604,612,38.15,1367,40.1,1490,37.1,1468,41.1,1405,36.1,1540,37.9
1400000US42101000902,42101000902,"Census Tract 9.02, Philadelphia County, Pennsylvania",1935,671,34.68,1912,651,34.05,1939,32.9,1818,35.4,1812,36.4,1588,29.6,1558,30.4
1400000US42101001001,42101001001,"Census Tract 10.01, Philadelphia County, Pennsylvania",2303,1095,47.55,2224,1101,49.51,2126,54.3,2220,56.1,2060,56.3,1997,54.7,1983,47.5
1400000US42101001002,42101001002,"Census Tract 10.02, Philadelphia County, Pennsylvania",2766,1463,52.89,2892,1383,47.82,2794,48.2,2900,45.7,2743,47.8,2614,46.6,2803,53.8
1400000US42101001101,42101001101,"Census Tract 11.01, Philadelphia County, Pennsylvania",2857,1345,47.08,2643,1306,49.41,2535,47.9,2546,44.3,2428,42,2365,47.9,2529,43.3
1400000US42101001102,42101001102,"Census Tract 11.02, Philadelphia County, Pennsylvania",2120,1067,50.33,2045,960,46.94,1949,45.7,1950,45,1974,54.3,1934,50.4,1830,52.6
1400000US42101001201,42101001201,"Census Tract 12.01, Philadelphia County, Pennsylvania",3395,1946,57.32,3489,2097,60.10,3232,60.6,3119,57.7,3107,59.6,2936,54.4,2617,46.6
1400000US42101001202,42101001202,"Census Tract 12.02, Philadelphia County, Pennsylvania",4103,1835,44.72,3939,1663,42.22,3771,45.8,3713,46.7,3911,43.5,3611,45,3819,40.2
1400000US42101001300,42101001300,"Census Tract 13, Philadelphia County, Pennsylvania",4896,1752,35.78,4719,1586,33.61,4380,37.6,4232,36.9,4085,36.4,3869,30.4,3762,28.9
1400000US42101001400,42101001400,"Census Tract 14, Philadelphia County, Pennsylvania",3293,1200,36.44,3670,1246,33.95,3513,32.3,3306,30.9,3415,29,3335,25.7,2915,28
1400000US42101001500,42101001500,"Census Tract 15, Philadelphia County, Pennsylvania",2390,926,38.74,2299,824,35.84,2192,37.5,2160,37.8,2081,33.1,2102,31.2,2133,29.9
1400000US42101001600,42101001600,"Census Tract 16, Philadelphia County, Pennsylvania",1694,698,41.20,1564,683,43.67,1546,39.3,1482,33.2,1468,33.4,1584,31.6,1566,27.5
1400000US42101001700,42101001700,"Census Tract 17, Philadelphia County, Pennsylvania",2392,925,38.67,2258,993,43.98,2304,42.9,2416,37.8,2435,36.8,2308,32.5,2340,32
1400000US42101001800,42101001800,"Census Tract 18, Philadelphia County, Pennsylvania",2487,788,31.68,2382,819,34.38,2189,33.1,2134,30.3,2122,30.3,2226,27.4,2220,26.2
1400000US42101001900,42101001900,"Census Tract 19, Philadelphia County, Pennsylvania",2497,843,33.76,2310,873,37.79,1985,28.5,2138,28,1963,28.2,1854,24.7,2120,16.3
1400000US42101002000,42101002000,"Census Tract 20, Philadelphia County, Pennsylvania",1444,118,8.17,1457,111,7.62,1458,10.6,1525,10.7,1176,11.3,1164,11.3,1093,8.5
1400000US42101002100,42101002100,"Census Tract 21, Philadelphia County, Pennsylvania",1740,183,10.52,1636,182,11.12,1539,8.1,1427,8.2,1271,8.1,1221,5.4,1118,5.1
1400000US42101002200,42101002200,"Census Tract 22, Philadelphia County, Pennsylvania",1618,357,22.06,1553,339,21.83,1431,17.1,1412,16.9,1308,16.9,1313,21.7,1250,20.7
1400000US42101002300,42101002300,"Census Tract 23, Philadelphia County, Pennsylvania",2297,463,20.16,2285,453,19.82,2139,17.1,1948,14.7,1894,10.8,1908,9.5,2047,8.3
1400000US42101002400,42101002400,"Census Tract 24, Philadelphia County, Pennsylvania",3960,845,21.34,3913,763,19.50,3940,21.9,3266,23.2,2974,24.8,2886,19.5,3001,21.8
1400000US42101002500,42101002500,"Census Tract 25, Philadelphia County, Pennsylvania",3053,688,22.54,2992,532,17.78,2742,15.7,2678,16,2506,15.6,2483,11.8,2469,11.3
1400000US42101002701,42101002701,"Census Tract 27.01, Philadelphia County, Pennsylvania",2934,367,12.51,2989,256,8.56,2636,10.5,2798,8.2,2488,9,2393,11.5,2341,11.1
1400000US42101002702,42101002702,"Census Tract 27.02, Philadelphia County, Pennsylvania",3360,407,12.11,3210,360,11.21,3049,9.6,2733,7.2,2559,9.7,2638,11,2525,8.8
1400000US42101002801,42101002801,"Census Tract 28.01, Philadelphia County, Pennsylvania",3653,168,4.60,3317,173,5.22,3411,4,3310,4.2,2864,5.4,2767,5.3,2765,4.3
1400000US42101002802,42101002802,"Census Tract 28.02, Philadelphia County, Pennsylvania",4793,818,17.07,4704,777,16.52,4341,17.9,3748,14.4,3617,16.1,3582,13.6,3677,11.9
1400000US42101002900,42101002900,"Census Tract 29, Philadelphia County, Pennsylvania",3387,718,21.20,3663,736,20.09,3247,20.6,3261,18.6,3105,18.2,3166,16.3,3086,17.6
1400000US42101003001,42101003001,"Census Tract 30.01, Philadelphia County, Pennsylvania",3176,136,4.28,3025,84,2.78,2963,3.7,2932,4.8,2903,4.2,2669,4.9,2750,4.8
1400000US42101003002,42101003002,"Census Tract 30.02, Philadelphia County, Pennsylvania",2216,227,10.24,2232,147,6.59,2166,6.5,1988,4.6,1871,7.1,1878,3.4,1777,4.5
1400000US42101003100,42101003100,"Census Tract 31, Philadelphia County, Pennsylvania",2828,240,8.49,2811,217,7.72,2492,8.1,2504,8.6,2256,6.9,2484,7.6,2601,6.7
1400000US42101003200,42101003200,"Census Tract 32, Philadelphia County, Pennsylvania",2829,109,3.85,3097,79,2.55,3024,1.5,2861,1,2949,1.6,3046,1.6,2991,1.3
1400000US42101003300,42101003300,"Census Tract 33, Philadelphia County, Pennsylvania",4261,83,1.95,4227,65,1.54,4092,1.4,3776,1.3,3818,1.2,3601,0.1,3626,0.7
1400000US42101003600,42101003600,"Census Tract 36, Philadelphia County, Pennsylvania",4562,154,3.38,4291,108,2.52,4059,2.5,3914,2.7,4107,3.2,3976,3.6,3772,2.1
1400000US42101003701,42101003701,"Census Tract 37.01, Philadelphia County, Pennsylvania",4111,147,3.58,3723,127,3.41,3389,2.3,3664,1.9,3831,1.3,3815,1.3,3899,1.7
1400000US42101003702,42101003702,"Census Tract 37.02, Philadelphia County, Pennsylvania",2350,106,4.51,2389,131,5.48,2286,6.6,2187,7,2032,7.8,2135,6.6,2057,4.9
1400000US42101003800,42101003800,"Census Tract 38, Philadelphia County, Pennsylvania",2904,277,9.54,2942,251,8.53,2901,8.8,2780,9.9,2790,9.4,2901,11.3,2955,12
1400000US42101003901,42101003901,"Census Tract 39.01, Philadelphia County, Pennsylvania",5028,382,7.60,4570,248,5.43,4936,4.7,5192,6,4865,6.1,4712,6.6,4602,5.1
1400000US42101003902,42101003902,"Census Tract 39.02, Philadelphia County, Pennsylvania",4653,181,3.89,4551,275,6.04,4537,6.2,4501,6.5,4368,5.4,4128,5.8,3814,2.4
1400000US42101004001,42101004001,"Census Tract 40.01, Philadelphia County, Pennsylvania",3280,438,13.35,3347,420,12.55,3492,13.3,3286,11.6,3188,11.5,3195,8.9,3181,6.2
1400000US42101004002,42101004002,"Census Tract 40.02, Philadelphia County, Pennsylvania",3830,236,6.16,3605,169,4.69,3618,7.8,3448,8.1,3348,7.3,3411,7.2,3519,8
1400000US42101004101,42101004101,"Census Tract 41.01, Philadelphia County, Pennsylvania",4300,76,1.77,4639,94,2.03,4452,3.3,4301,3.3,3882,2.1,3668,3.4,3483,2.7
